ticker,roe,debt_to_equity,current_ratio,quick_ratio,oper_cash_flow,total_revenue,ebitda_margin,operating_margin,gross_margin,analyst_rating,pb_ratio,eps,market_cap,ev_to_ebitda,price_to_sales,payout_ratio,beta,shares_outstanding,float_shares,revenue_growth,rnd_to_revenue
STLD,0.13199,47.5,2.743,1.292,1641889024.0,17215582208.0,0.11412,0.06297,0.13408,1.92857,2.2442064,7.61,19756423168.0,11.708,1.1475896,0.24700001,1.455,149896992.0,140472431.0,-6.9,
EG,0.06122,25.368,0.395,0.277,4783000064.0,17401999360.0,0.0,0.08303001,0.065910004,2.25,1.0450668,19.8,14789315584.0,,0.849863,0.4038,0.578,42534700.0,32166037.0,5.7,
CPRT,0.19184999,1.434,7.888,6.451,1595926016.0,4506402816.0,0.40605,0.36638,0.45533,,7.047597,1.49,58506592256.0,30.235,12.982992,0.0,1.202,966092992.0,885530464.0,14.000000000000002,
ECVT,-0.01627,127.898,2.806,2.1,123643000.0,706153024.0,0.25566,-0.00387,0.26611,1.42857,1.1223118,-0.1,784238656.0,8.499,1.1105789,0.0,1.004,117401000.0,106272116.0,1.0,
SMCI,0.31015,31.382,6.383,3.323,-1992205056.0,20819873792.0,0.07665,0.06492,0.124350004,2.73333,3.0967557,2.3,19425480704.0,12.292,0.93302584,0.0,1.356,596788992.0,493616245.0,54.900000000000006,2.7867217145870296
TTMI,0.0502,57.823,2.072,1.682,,2521307904.0,0.13446,0.07858,0.20014,1.25,1.6092175,0.75,2547638528.0,8.979,1.0104432,0.0,1.2,101621000.0,100189286.0,13.8,1.2171161275951856
AMPH,0.23257999,88.837,3.074,2.105,213386000.0,731966976.0,0.353,0.24203,0.51075,,1.5934066,3.06,1164041344.0,6.292,1.5902922,0.0,0.783,47502200.0,36664386.0,4.7,9.726414436825486
WTFC,0.11578,,,,,2383650048.0,0.0,0.43578,0.0,1.58333,1.2322915,10.11,7625454080.0,,3.1990662,0.183,0.802,66919300.0,65938957.0,6.1,
GNRC,0.13798,59.64,1.974,0.772,687555008.0,4348682240.0,0.16775998,0.08878,0.39581,2.0,2.720247,5.73,6740600832.0,11.213,1.550033,0.0,1.731,59289300.0,57999747.0,5.8999999999999995,4.798991902338919
W,,,0.829,0.661,360000000.0,11852000256.0,-0.01097,-0.01685,0.30306998,2.2,-1.3594251,-2.84,3859715072.0,-51.919,0.3256594,0.0,2.939,103657000.0,97798204.0,0.0,
AXGN,-0.09985,68.413,3.241,1.881,4535000.0,187338000.0,0.0184,0.04083,0.75787,,7.017842,-0.23,752236544.0,226.389,4.0153975,0.0,1.193,45534900.0,41867628.0,15.1,13.56947677360591
UPST,-0.20273,243.165,14.315,6.21,186331008.0,676961024.0,-0.16525999,0.01184,0.76661,2.53333,7.3726935,-1.44,4748771328.0,-50.211,7.0148373,0.0,2.389,95070496.0,81940895.0,46.6,
HCSG,0.08372,3.205,2.893,2.525,84336000.0,1739911040.0,0.03291,0.05139,0.13307999,2.2,2.0419738,0.55,1050027840.0,16.838,0.6034951,0.0,0.545,72918600.0,71988917.0,5.7,
LNW,0.47966,615.881,1.61,1.121,632000000.0,3188000000.0,0.32779,0.23337999,0.70796996,1.89474,12.611156,3.68,7911771648.0,11.11,2.4817352,0.0,1.295,84836096.0,76159055.0,3.4000000000000004,8.531994981179423
OSUR,-0.04637,3.559,9.952,8.708,27374000.0,185827008.0,-0.05235,-0.29953,0.43458,,0.5108162,-0.26,217742400.0,4.11,1.1717479,0.0,0.423,77488400.0,67676167.0,-50.7,16.25584190145547
CRSR,-0.12699,38.266,1.573,0.822,35877000.0,1316379008.0,0.00148,0.01432,0.24886,2.16667,1.1841192,-0.95,722743744.0,451.939,0.54903924,0.0,1.704,105819000.0,45222999.0,-0.8999999999999999,4.099868721033404
KVUE,0.09866,90.184,0.963,0.564,1768999936.0,15454999552.0,0.23066999,0.2343,0.58143,2.57895,4.6664686,0.54,45233119232.0,14.819,2.9267628,1.5,0.974,1918690048.0,1908240072.0,-0.1,
ASTS,-1.1925399,25.854,7.904,7.44,-126143000.0,4418000.0,0.0,-30.61731,1.0,1.625,10.690703,-1.94,8068142592.0,-30.201,1826.198,0.0,2.044,238450000.0,152005816.0,,1892.2314911366004
UAL,0.33571997,260.978,0.781,0.683,10307000320.0,57736998912.0,0.14729,0.040409997,0.34877,1.64,1.918724,10.99,24140711936.0,4.944,0.4181151,0.0,1.396,326600992.0,323844061.0,5.4,
EGP,0.07614,44.73,0.557,0.494,433395008.0,656988032.0,0.64825994,0.3775,0.72911,1.85,2.5801609,4.59,8684161024.0,23.967,13.218142,1.1943,1.066,52515900.0,51828674.0,12.0,
RPRX,0.1303,73.604,1.438,1.434,2768986112.0,2263576064.0,0.0,0.60898,0.67640996,1.71429,2.062789,1.91,18452742144.0,,8.152031,0.4398,0.48,433444992.0,384372190.0,-0.4,0.08422598843408727
BFST,0.09771,,,,82525000.0,276739008.0,0.0,0.34142,0.0,1.2,0.9215994,2.43,698129472.0,,2.5226998,0.2305,0.804,29695000.0,28136296.0,26.8,
EFC,0.09474,897.723,5.164,5.154,-430527008.0,303225984.0,0.0,0.52362,1.0,2.0,0.9349832,1.36,1206932352.0,,3.9803064,1.1765,1.011,94513104.0,88508556.0,22.5,
ATRC,-0.08382,17.028,4.108,2.666,22194000.0,480076000.0,-0.03267,-0.04816,0.74755996,1.44444,3.21032,-0.81,1459899520.0,-90.318,3.0409758,0.0,1.577,49504900.0,47779607.0,13.600000000000001,18.2235884161139
CIFR,-0.07609,8.273,1.276,0.307,-87511000.0,151270000.0,0.40754002,0.13104,0.18583,1.45455,1.5766461,-0.14,1137559424.0,18.3,7.5200596,0.0,2.62,371144992.0,203938773.0,-2.8000000000000003,
ASTE,0.02317,16.46,2.661,0.968,90500000.0,1325299968.0,0.09764,0.08349,0.25948998,2.0,1.332564,0.66,871461376.0,6.833,0.65755785,0.78790003,1.4,22867000.0,22547976.0,6.5,
PARA,-0.30945,94.345,1.302,0.995,752000000.0,29212999680.0,0.09985,0.02668,0.33465,3.20833,0.46295536,-9.36,8007256064.0,7.261,0.27409908,0.932,1.267,630008000.0,602244207.0,4.5,
CNMD,0.12962,91.257,2.257,0.906,179380992.0,1315997952.0,0.1696,0.07271,0.56278,2.71429,1.792426,3.81,1752899968.0,11.736,1.331993,0.21,1.194,30939900.0,30676876.0,2.9000000000000004,4.030119281818861
AVDL,-0.60441,52.599,2.748,2.209,-46907000.0,169116992.0,-0.23486,-0.0654,0.90967005,1.3,11.3398695,-0.51,838260032.0,-21.114,4.9566875,0.0,,96629400.0,84810689.0,159.1,8.478476492759373
V,0.50655,54.594,1.084,0.682,21888999424.0,37620998144.0,0.69708,0.67073,0.9777,1.7,17.583456,9.94,667313111040.0,25.19,17.737783,0.22309999,0.955,1710989952.0,1708460120.0,9.3,
PG,0.30294,64.975,0.713,0.445,18585999360.0,83926999040.0,0.28819,0.23296,0.51694,2.0,7.2452416,6.31,373063188480.0,16.474,4.4450912,0.639,0.411,2344539904.0,2341072112.0,-2.1,
DNLI,-0.37403,4.418,8.458,8.165,-347694016.0,,0.0,0.0,0.0,1.21053,1.7000939,-2.57,2105282816.0,-3.083,,0.0,1.486,145242000.0,130841972.0,,
PRI,0.33301,90.33,3.692,0.92,862088000.0,3151794944.0,0.33325002,0.29858,0.69782996,,3.912276,20.98,8764806144.0,9.628,2.7808936,0.15720001,1.013,33091600.0,33046221.0,11.200000000000001,
PTGX,0.54386,1.609,12.482,12.393,184152000.0,434432992.0,0.58391,0.74297994,1.0,1.6,3.7870572,4.23,2596006656.0,9.107,5.9756203,0.0,2.641,61957200.0,46003842.0,184.4,20.454998300495784
BTBT,0.09187,2.979,5.395,1.987,-12986996.0,107500464.0,0.55185,1.10622,0.41974,1.2,0.7863619,0.19,406483264.0,4.869,3.7717466,0.0,5.267,203751008.0,181174393.0,59.199999999999996,
A,0.20614,58.736,2.197,1.495,1696999936.0,6533000192.0,0.27583,0.23200001,0.53972,2.0,5.0184574,4.36,30232324096.0,18.296,4.6276326,0.2193,1.269,285103008.0,284116262.0,1.4000000000000001,6.722189173111243
NOG,0.29413,96.187,0.924,0.803,1423942016.0,2067268992.0,0.86463,0.42457,0.78793997,2.09091,1.0047847,6.42,2425159680.0,2.609,1.1731224,0.26319999,1.492,98704096.0,94412836.0,12.5,
WTRG,0.09844,125.516,0.499,0.326,770342976.0,2086113024.0,0.54076,0.37532002,0.58571,1.45455,1.83255,2.17,11388784640.0,16.857,5.4593325,0.583,0.839,275524000.0,274106249.0,26.1,
FDMT,-0.39311,4.819,14.921,14.576,-134584992.0,37000.0,0.0,-56117.0,0.0,2.0,0.28251123,-2.98,145922496.0,1.283,3943.8513,0.0,2.858,46324600.0,34309158.0,-105.26315789473684,4308700.0
RIGL,,3039.72,2.134,1.879,31471000.0,179278000.0,0.14737001,0.28917,0.76558,,98.0914,0.99,325981600.0,13.777,1.8183023,0.0,1.335,17866900.0,15328204.0,60.9,9.778456837280366
WAY,0.0101,40.283,3.118,2.803,223287008.0,975192000.0,0.32648,0.25429,0.66788,1.33333,2.2575111,0.13,7059175424.0,25.441,7.2387543,0.0,,173019008.0,111891387.0,14.099999999999998,4.320003119698948
BXC,0.059609998,103.555,4.157,2.583,82405000.0,2935514112.0,0.03662,0.013730001,0.16099001,1.0,0.82669574,4.52,519559072.0,6.928,0.17699082,0.0,1.997,8022220.0,7226579.0,-2.3,
IE,-0.42719,26.695,2.073,1.872,-162096000.0,2901000.0,0.0,-22.293541,0.64909,1.8,2.7166593,-1.07,802169536.0,-4.909,276.51483,0.0,0.701,132590000.0,86183365.0,-20.3,24.774774774774773
WOR,0.0643,33.687,3.514,2.372,192500000.0,1154679040.0,0.07168,0.086169995,0.26397,2.25,2.968309,1.21,2781885440.0,34.431,2.4092283,0.5455,1.094,49917200.0,31332044.0,-3.9,
SMMT,-1.23928,1.873,10.63,10.36,-173140000.0,,0.0,0.0,0.0,1.33333,52.97737,-0.34,18255843328.0,-86.906,,0.0,-0.948,742665984.0,116175230.0,,
AORT,-0.07263,123.146,5.531,2.569,10776000.0,390084000.0,0.07314,0.02167,0.63938,,3.9529822,-0.32,1162856576.0,46.96,2.9810414,0.0,,42689300.0,37232746.0,1.6,7.608829695400172
ACDC,-0.16837999,111.627,0.87,0.521,367300000.0,2190899968.0,0.21804,-0.09721,0.31759,3.5,0.7284873,-1.38,733615232.0,4.469,0.33484653,0.0,1.146,160178000.0,95003430.0,-7.000000000000001,
IR,0.081099994,46.107,2.382,1.631,1491500032.0,7281699840.0,0.26744,0.19,0.43797,2.0,2.9298933,2.02,30721689600.0,17.639,4.219027,0.0396,1.42,403463008.0,402062717.0,2.8000000000000003,
ADBE,0.47284,50.118,1.185,1.027,9363999744.0,22037000192.0,0.3932,0.37854,0.89155,1.87179,12.783111,15.13,164006019072.0,18.642,7.442302,0.0,1.551,426200000.0,425002378.0,10.299999999999999,17.955897794889744
UVE,0.16951999,24.39,0.581,0.26,241211008.0,1547443968.0,0.06798,0.14452,0.29061002,2.0,1.7108248,2.31,721489408.0,4.057,0.4662459,0.2771,0.83,28144700.0,25784185.0,7.3,
UTZ,0.02458,74.569,1.317,0.756,95013000.0,1414841984.0,0.08853,0.014249999,0.34876,2.0,1.4357728,0.33,1041778048.0,20.89,0.73632115,0.72730005,1.216,86061800.0,72579319.0,1.6,
CYTK,,,6.166,6.081,-395889984.0,18474000.0,0.0,-8.2141,0.0,1.68182,-30.323145,-5.26,4138207488.0,-7.954,224.00171,0.0,0.81,119188000.0,117845870.0,912.4000000000001,
RDUS,-0.40829,103.265,1.808,0.736,21029000.0,2743781120.0,0.00385,-0.042719997,0.054840002,,1.5281891,-9.99,829420800.0,131.382,0.30229115,1.9547,1.024,28002000.0,24461835.0,3.5000000000000004,
LYFT,0.03482,164.003,0.76,0.598,849737024.0,5786015744.0,0.00472,-0.0043200003,0.35257998,2.6087,7.128065,0.06,5498151936.0,175.277,0.95024836,0.0,2.148,411816992.0,381574930.0,26.6,6.050273596266989
AFG,0.20335,38.536,2.145,0.859,1152000000.0,8009999872.0,0.16466999,0.17146999,0.19263001,,2.4422717,10.57,10866865152.0,8.401,1.3566624,0.27719998,0.71,83668496.0,66057805.0,4.7,
HOV,0.34726003,136.229,4.278,0.36,56765000.0,3084345088.0,0.091680005,0.06118,0.19313999,,0.8719692,32.46,591887488.0,6.186,0.19190054,0.0,2.279,5195300.0,4860169.0,13.4,
PGEN,-1.60798,14.286,4.759,4.604,-68173000.0,3925000.0,0.0,-19.10672,0.0,,10.530303,-0.47,410279328.0,-4.244,104.52976,0.0,1.82,295164992.0,147094997.0,-3.1,988.0672268907564
NVCR,-0.45523998,192.489,1.465,1.409,-30460000.0,621710976.0,-0.24691,-0.24430001,0.7732,1.85714,5.251001,-1.51,1900836224.0,-11.384,3.0574274,0.0,0.733,111486000.0,100741763.0,11.899999999999999,34.69618178768211
TECH,0.07825,19.01,3.936,2.453,304716992.0,1196016000.0,0.2588,0.17761,0.66220003,,3.6734538,0.98,7643554304.0,26.137,6.3908463,0.32650003,1.457,158088000.0,156266513.0,9.0,8.422016557194368
VIR,-0.38091,8.509,8.712,7.608,-446352000.0,74205000.0,0.0,-8.33328,0.0,,0.68341464,-3.83,792487360.0,-0.071,10.679703,0.0,1.358,138064000.0,93176520.0,-26.3,940.6189040610037
TPR,0.39821997,307.265,1.583,0.895,979299968.0,6776399872.0,0.22301,0.2497,0.74767995,1.95455,11.390093,3.44,15232164864.0,12.094,2.2478256,0.407,1.429,207015008.0,205920363.0,5.3,
LINC,0.057329997,99.606,1.233,1.134,29306000.0,440064000.0,0.0624,0.10176,0.58697,1.2,3.2156723,0.32,575620800.0,25.318,1.3080388,0.0,1.63,31592800.0,27035545.0,16.400000000000002,
NABL,0.0421,48.624,1.225,1.137,79437000.0,466147008.0,0.20971,0.10908,0.83447,2.33333,1.758459,0.16,1345373824.0,16.764,2.8861578,0.0,0.57,188956992.0,74835785.0,7.5,19.95210670420311
DVN,0.21857001,62.949,1.036,0.841,6600000000.0,15171000320.0,0.48705003,0.22400999,0.52831,1.84615,1.3850046,4.56,19840202752.0,3.859,1.3077716,0.318,1.046,643329024.0,643022084.0,17.599999999999998,
ROIV,-0.14644,1.812,37.912,37.391,-775342976.0,122585000.0,0.0,-29.21723,0.0,1.5,1.5511025,-1.0,7981045760.0,-2.966,65.10622,0.0,1.227,713548992.0,370524827.0,-42.1,1570.1375027722333
ONTF,-0.24825001,2.125,2.589,2.396,4806000.0,148080992.0,-0.29595,-0.31055,0.746,,1.2335266,-1.01,198780656.0,-0.456,1.3423779,0.0,0.566,42474500.0,26170950.0,-6.800000000000001,24.209378407851688
HUBB,0.25917,61.442,1.167,0.651,936400000.0,5594599936.0,0.23337,0.17265,0.34213,2.33333,5.6899486,14.78,18557118464.0,15.724,3.3169696,0.3435,0.965,53372600.0,53110536.0,-2.4,
SITE,0.07635,67.667,2.358,0.864,253100000.0,4575200256.0,0.07383,-0.031400003,0.34287,2.18182,3.4560208,2.52,5343533056.0,19.059,1.1679343,0.0,1.626,44809500.0,44137854.0,3.8,
SVC,-0.26518,688.078,0.95,0.654,139391008.0,1896928000.0,0.29301,0.06452,0.31423,2.5,0.4039515,-1.67,344105408.0,10.866,0.1814014,4.6667004,1.76,166636992.0,157421537.0,2.8000000000000003,
SKYW,0.15659,106.831,0.756,0.628,705836992.0,3672761088.0,0.24718,0.14694999,0.33148,1.8,1.5401251,8.74,3802046976.0,6.292,1.0352013,0.0,1.884,40467200.0,39938736.0,18.0,
CFR,0.15422,,,,204987008.0,2038108032.0,0.0,0.35336,0.0,3.07692,1.9894555,9.11,7896161280.0,,3.8742604,0.4138,0.655,64287900.0,58991258.0,8.1,
DCO,0.04777,40.15,3.237,1.98,34180000.0,786550976.0,0.12262,0.06786,0.25234,1.4,1.3269086,2.1,910674368.0,11.449,1.1578072,0.0,1.301,14863300.0,13612246.0,2.6,
ANAB,-3.43828,1016.893,8.246,8.125,-108784000.0,111872000.0,-0.89118,-0.99165,-0.46453,1.66667,17.964287,-5.12,595020864.0,-6.169,5.3187647,0.0,,29573600.0,17276025.0,286.8,98.78458933500336
NAVI,0.020920001,1850.792,9.882,9.597,348000000.0,699000000.0,0.0,-0.01587,1.00572,3.1,0.49786687,0.52,1286627968.0,,1.8406695,1.2308,1.395,101150000.0,70346395.0,-54.2,
TDW,0.16148001,57.282,2.068,1.94,305056992.0,1358114944.0,0.33099,0.21745001,0.48873,2.0,1.9086852,3.4,2098796032.0,5.002,1.5453744,0.0,,50853400.0,48525699.0,3.8,
GTLS,0.09035,120.868,1.508,1.097,538099968.0,4211099904.0,0.23025,0.15207,0.3387,1.52381,2.2678132,5.02,6911790592.0,10.96,1.6413267,0.0,1.697,45699300.0,44653654.0,5.3,
HVT,0.06974,71.306,1.809,0.87,61928000.0,720468992.0,0.061950002,0.02138,0.60952,0.0,0.9944985,1.28,304118176.0,9.409,0.4221114,1.0,1.301,14907900.0,13497144.0,-1.3,
MSTR,-0.29677,24.442,0.66,0.534,-84008000.0,459276000.0,0.0,-53.31435,0.70949,1.64286,3.1624012,-22.23,104662384640.0,-14.672,227.88559,0.0,3.809,253762000.0,245984813.0,-3.5999999999999996,21.989627788882284
FRSH,-0.06855,3.754,2.893,2.686,178000000.0,751550016.0,-0.116809994,-0.051009998,0.84389997,2.05882,4.03102,-0.24,4232374528.0,-37.843,5.6315274,0.0,0.973,241552992.0,215489108.0,18.9,20.380286641565572
TNET,1.6213601,1617.46,1.08,0.32,283000000.0,4999000064.0,0.05401,0.08713,0.17423001,2.5,60.95622,3.36,3841202432.0,16.94,0.7683942,0.3051,0.909,48399200.0,29622709.0,0.8,1.5479876160990713
MIR,-0.0063099996,46.22,2.227,1.58,128700000.0,870200000.0,0.21478,0.043070003,0.47208,1.4,2.1938496,-0.05,3681296384.0,20.756,4.2304025,0.0,0.74,223996000.0,188037106.0,4.9,4.306930693069306
MGY,0.20909001,20.683,1.334,1.329,934408000.0,1346769024.0,0.70776004,0.38773,0.83067,2.47059,2.029309,2.02,4024589568.0,4.253,2.9883294,0.2673,1.25,186948992.0,176904166.0,9.700000000000001,
MDB,-0.06703,2.66,5.202,4.857,150191008.0,2006443008.0,-0.09985,-0.03385,0.73320997,1.75,4.973826,-1.73,13962254336.0,-58.799,6.9587097,0.0,1.492,81187696.0,78753657.0,19.7,27.425337072709965
SLM,0.27596,256.054,1.341,1.332,-398735008.0,1449129984.0,0.0,0.72279,1.0,1.63636,3.04676,2.86,6522324480.0,,4.5008554,0.16780001,1.061,209856000.0,196939665.0,1.6,
TKO,0.00072999997,34.815,1.297,1.114,583409984.0,2804340992.0,0.24096,0.15871,0.67911005,1.47368,3.31183,0.02,13607251968.0,30.696,4.85221,0.0,,81553800.0,68427731.0,4.6,
FLWS,-0.01525,56.15,1.514,0.948,33546000.0,1757899008.0,0.02076,0.11744001,0.40107,1.0,0.7198043,-0.11,355530720.0,10.551,0.20224753,0.0,1.586,36532900.0,15327245.0,-5.7,2.059724665115823
MDU,0.064720005,85.986,0.982,0.478,502318016.0,1757977984.0,0.26733,0.03209,0.32534,1.8,1.3271255,0.88,3581922816.0,12.385,2.0375242,0.5795,0.445,204331008.0,201787247.0,-236.8696050452736,
BRBR,,,2.919,1.208,160300000.0,2192100096.0,0.20647,0.16173,0.35783002,1.5625,-33.380424,2.12,8487203840.0,24.261,3.8717227,0.0,,128283000.0,126433404.0,18.9,
THC,0.28816,152.202,1.778,1.529,2276000000.0,20519999488.0,0.20443001,0.18878001,0.40385,1.68182,3.2871614,15.59,13743728640.0,6.79,0.6702477,0.0,1.63,92885000.0,92150280.0,-2.7,
VPG,0.03018,17.202,4.467,2.46,19815000.0,306521984.0,0.10882,0.0075700004,0.40979,1.0,1.0238487,0.74,330106752.0,9.216,1.0769432,0.0,0.863,12234500.0,11049197.0,-18.8,
SOC,-1.73966,221.624,2.944,2.489,-185442000.0,,0.0,0.0,0.0,,4.6094837,-2.51,1771580416.0,-9.893,,0.0,0.429,89338400.0,57569685.0,,
DLB,0.1031,1.565,3.037,2.56,419110016.0,1320184064.0,0.27766,0.30299,0.8892,1.33333,2.7788146,2.64,7152128512.0,18.006,5.417524,0.4773,0.949,61405600.0,60696539.0,1.4000000000000001,16.69737878185198
COIN,0.31151,45.049,2.281,1.11,2556844032.0,6293245952.0,0.34384,0.32546002,0.85735,2.27586,4.8456206,9.47,49990524928.0,21.586,7.94352,0.0,3.625,210155008.0,207401753.0,142.9,16.23018994672124
ANNX,-0.50841,9.885,10.372,10.226,-118006000.0,,0.0,0.0,0.0,,0.6287313,-1.01,184868080.0,0.556,,0.0,1.243,109714000.0,76592818.0,,
BRCC,-0.36633998,225.615,1.296,0.421,2253000.0,383072000.0,0.01633,-0.060370002,0.39539,1.8,12.428873,-0.04,138738256.0,50.368,0.36217278,0.0,,78609696.0,48277351.0,-8.6,
ARW,0.06633,47.412,1.431,1.004,1078882048.0,27813081088.0,0.03935,0.02483,0.11756,3.33333,1.0120366,7.27,5997153280.0,7.978,0.21562348,0.0,1.106,51874000.0,51414383.0,-1.6,
IMMR,0.19552,56.886,1.55,0.633,-44181000.0,163132992.0,0.35301,0.04072,0.74814004,,0.705948,1.8,225316960.0,11.291,1.3811858,0.083500005,1.393,32396400.0,28780666.0,4473.815028901734,
APH,0.27526,69.096,1.989,1.218,2980100096.0,16777400320.0,0.26539,0.23482001,0.34414002,1.94444,9.3502,2.06,96512212992.0,23.03,5.752513,0.2937,1.103,1211779968.0,1201893935.0,47.699999999999996,
MED,-0.03317,6.926,3.524,2.716,20600000.0,543452032.0,0.03479,-0.0109,0.73894,3.0,0.6267771,-0.64,140519936.0,-0.767,0.25856915,0.0,0.977,10991000.0,9177509.0,-33.800000000000004,
IHRT,,,1.565,1.44,71429000.0,3854532096.0,0.14766,0.09397,0.58778,2.8,-0.12158727,-6.68,154773312.0,10.126,0.040153593,0.0,1.732,126376000.0,140986494.0,4.8,
PGRE,-0.014780001,89.709,8.699,7.059,203910000.0,711729024.0,0.46231997,0.18312,0.56501997,3.33333,0.3280784,-0.31,1099606144.0,15.989,1.5449786,15.125,1.14,219224992.0,184488869.0,0.7000000000000001,
HUM,0.10099,77.075,1.908,1.474,2873999872.0,120262000640.0,0.03407,0.06347,0.15123,2.42308,1.7160633,14.17,30461706240.0,5.527,0.25329453,0.2498,0.499,120693000.0,120431570.0,8.4,
OSK,0.1524,34.896,1.765,0.816,511000000.0,10499200000.0,0.11342,0.076570004,0.18090001,2.125,1.341872,9.36,5694267392.0,5.909,0.5423525,0.2019,1.363,64626800.0,63920549.0,-9.1,
CFG,0.06367,,,,1234000000.0,7116000256.0,0.0,0.26263002,0.0,2.0,0.73710734,3.15,16617428992.0,,2.3352203,0.53330004,1.072,433648992.0,429585826.0,-0.3,
GATX,0.118389994,350.341,2.778,2.776,628700032.0,1627200000.0,0.56987,0.32116002,0.73807997,2.66667,2.0379233,7.9,5195466752.0,14.477,3.1928875,0.2975,1.194,35675800.0,35476716.0,11.0,
MTSR,-1.0839801,3.411,5.336,5.236,-100039000.0,,0.0,0.0,0.0,1.0,-1.3416185,-2.03,2324756480.0,-20.233,,0.0,,105050000.0,59968968.0,,
CODI,0.02744,127.823,4.074,1.31,-67636000.0,2198233088.0,0.18345,0.09766,0.45776,,1.4799898,-1.25,1299325696.0,9.77,0.5910773,4.0462,1.246,75236000.0,66683894.0,31.1,
RUSHA,0.14199,79.113,1.436,0.309,,7783577088.0,0.088240005,0.04955,0.19379,1.0,1.7493778,3.57,3883286528.0,7.809,0.4989077,0.1989,0.934,62551800.0,70161595.0,-1.0999999999999999,
DAR,,95.359,,,,5675469824.0,0.14296,0.04778,0.22650999,1.5,1.1761823,1.07,5124721152.0,11.616,0.9029598,0.0,1.25,158146000.0,156904605.0,-2.8000000000000003,
DBI,-0.03096,456.405,1.245,0.161,82236000.0,3009262080.0,0.03454,-0.04891,0.42733002,,0.4932002,-0.2,137448944.0,13.316,0.0456753,5.0,1.696,40242500.0,27642833.0,-5.4,
NCNO,-0.030739998,21.577,1.202,1.064,55199000.0,540657024.0,0.057010002,-0.02053,0.60073,2.5625,2.3719518,-0.33,2593923584.0,88.084,4.7977247,0.0,0.714,116450000.0,105418634.0,14.299999999999999,22.72830161986277
SAH,0.24519,371.278,1.092,0.36,234900000.0,14491599872.0,0.04223,0.03213,0.1534,2.2,1.9530935,7.02,2132411264.0,9.397,0.14714809,0.1852,1.049,21931600.0,14549569.0,7.9,
OGN,2.54237,1652.399,1.672,0.77,938000000.0,6294000128.0,0.2693,0.21481001,0.57181,3.0,3.8972392,2.88,2128545664.0,6.298,0.33818647,0.38889998,0.702,259956000.0,258827854.0,-6.7,6.345009914077991
TITN,-0.05805,163.22,1.345,0.162,70291000.0,2702121984.0,0.016449999,-0.06012,0.14641,,0.6593447,-1.63,413001376.0,30.905,0.15284336,0.0,1.351,23085600.0,18496646.0,-10.8,
NVAX,,,0.978,0.893,-87263000.0,682161984.0,-0.2689,-1.4208901,0.16495001,2.14286,-1.5415274,-1.23,970998144.0,-1.902,1.4234129,0.0,3.205,161968000.0,135577182.0,-69.69999999999999,118.1959212329155
TPG,-0.022119999,44.079,5.422,4.897,532145984.0,3500081920.0,0.04133,0.00118,0.20811,2.21429,6.448468,-0.42,16803010560.0,61.835,4.800748,19.2857,1.572,110340000.0,98313852.0,9.5,
GOLF,0.23607,105.906,2.06,0.571,245108000.0,2457091072.0,0.14092,-0.02868,0.48339,2.875,5.1563606,3.37,3928450816.0,13.763,1.5988218,0.2552,0.903,60013000.0,27913715.0,7.8,3.6671466341995957
DORM,0.17093,42.092,2.615,1.17,,2048188032.0,0.18337,0.15772,0.40652,2.25,2.758432,6.14,3691406592.0,10.685,1.8022791,0.0,,30558000.0,23167139.0,8.3,
ABBV,,2021.968,,,,57366999040.0,0.4754,0.29836,0.70931,1.92857,100.35564,2.33,334461042688.0,14.983,5.8301992,2.688,0.551,1768979968.0,1761471078.0,8.4,44.85498609455701
ALLE,0.42051998,133.636,2.174,1.43,728400000.0,3820199936.0,0.24143,0.20851,0.4449,2.75,7.520351,7.11,12083042304.0,14.937,3.1629345,0.2739,1.036,86049296.0,85494272.0,5.4,
SVV,0.06126,310.689,0.743,0.424,140495008.0,1553590016.0,0.12829,0.028110001,0.56224996,1.75,4.0747805,0.14,1681587456.0,14.561,1.0823882,0.0,,157452000.0,22929671.0,4.5,
BILL,0.0211,46.602,1.659,0.69,312727008.0,1387696000.0,0.0057,-0.05988,0.85054,2.03846,1.2038134,0.39,4585871360.0,527.213,3.3046658,0.0,1.447,101947000.0,92508651.0,13.8,23.38520606585502
WERN,0.01129,43.418,1.665,1.433,,2973292032.0,0.10741,-0.01212,0.19892,3.26667,1.0917087,0.29,1567935872.0,6.941,0.52734,1.4638001,1.098,61924800.0,59200725.0,-7.3999999999999995,
BURL,0.42547,391.94,1.157,0.476,863376000.0,10625781760.0,0.098629996,0.10845,0.43296,1.38095,10.90691,7.8,15033459712.0,18.323,1.4148097,0.0,1.702,62989800.0,62267232.0,4.8,
MSI,1.86885,393.309,1.198,0.948,2519000064.0,10956000256.0,0.29399002,0.24881001,0.51424,1.76923,41.76668,12.0,68544053248.0,22.553,6.256303,0.3453,0.987,166916000.0,166121286.0,5.800000000000001,9.216772151898734
CDNA,0.19535999,7.981,4.107,3.546,26776000.0,346420992.0,-0.07282,-0.09463,0.67637,1.875,2.0979533,1.12,799015168.0,-25.53,2.306486,0.0,2.276,55596700.0,54227843.0,17.5,21.87400366062467
FCX,0.14062001,32.19,2.322,0.958,6321999872.0,24861999104.0,0.36506,0.22748,0.38459998,2.0,2.995884,1.22,52989997056.0,7.584,2.131365,0.4918,1.646,1400000000.0,1390942000.0,-9.4,
