ticker,roe,debt_to_equity,current_ratio,quick_ratio,oper_cash_flow,total_revenue,ebitda_margin,operating_margin,gross_margin,analyst_rating,pb_ratio,eps,market_cap,ev_to_ebitda,price_to_sales,payout_ratio,beta,shares_outstanding,float_shares,revenue_growth,rnd_to_revenue
COOP,0.12394,252.025,1.777,0.249,-525000000.0,2220999936.0,0.83521,0.25,1.0,2.22222,1.5166106,8.98,7416547840.0,10.275,3.3392832,0.0,1.063,63985400.0,62857966.0,-0.7000000000000001,
XYL,0.08505,19.323,1.886,1.296,1207000064.0,8597999616.0,0.20086001,0.121309996,0.37544,1.9,2.7301574,3.71,29523343360.0,17.999,3.4337456,0.3989,1.097,243351008.0,241713259.0,1.7999999999999998,2.706621556307395
MBI,,,3.132,3.041,-176000000.0,27000000.0,0.0,-0.42308,0.0,2.5,-0.11516408,-9.31,237749216.0,,8.805527,0.0,1.612,50370600.0,41440469.0,-219.3548387096774,
MAR,,,0.403,0.369,2748999936.0,6617999872.0,0.64339995,0.48406,0.81868,2.48148,-23.246717,8.33,69226012672.0,19.521,10.460262,0.2893,1.389,275372992.0,240863954.0,2.9000000000000004,
ALSN,0.5015,395.899,3.051,2.218,809000000.0,3201999872.0,0.35415,0.27329,0.48126,2.7,15.603241,8.64,8194200576.0,8.733,2.5590885,0.1181,0.964,84254800.0,100944930.0,20.4,5.613577023498695
DHC,-0.13962,143.754,14.349,11.236,80378000.0,1511515008.0,0.15743,-0.01244,0.17584999,2.66667,0.36475104,-1.55,710440000.0,12.707,0.47001848,0.023,,241236000.0,186291521.0,4.3,
AVA,0.07092,121.536,0.851,0.348,534000000.0,1938000000.0,0.30031002,0.18631001,0.58824,2.83333,1.2955639,2.29,3367332864.0,11.133,1.7375299,0.8297,0.399,80289296.0,79347432.0,2.9000000000000004,
BBAI,-1.5002201,56.254,1.663,1.601,-30424000.0,159872000.0,-0.1988,-0.56133,0.28537,2.25,4.4555554,-0.84,887427584.0,-29.525,5.5508633,0.0,3.055,289052000.0,287752777.0,4.9,11.986074747532871
ATI,0.24724,95.505,2.533,1.221,413500000.0,4463600128.0,0.15922,0.12836,0.21326,1.36364,5.0828567,2.76,9519268864.0,15.523,2.133592,0.0,1.014,141068000.0,139294359.0,9.700000000000001,
AWR,0.14062999,101.976,0.817,0.562,198732000.0,595459008.0,0.38902,0.28403,0.59494996,,3.3471556,3.17,3108406272.0,17.093,5.2201853,0.565,0.636,38508500.0,37810106.0,14.299999999999999,
TOL,0.20332001,36.782,4.406,0.269,896374016.0,10758023168.0,0.19646,0.12778,0.28111,1.94737,1.3099345,14.51,10157490176.0,5.986,0.9441781,0.0634,1.443,99437000.0,98686251.0,-4.6,
CABO,-0.01095,200.738,0.364,0.274,615710016.0,1555831040.0,0.4986,0.26617,0.73637,3.5,0.58217853,-3.61,1033680640.0,5.653,0.66439134,4.5736,1.003,5627770.0,5090935.0,-5.8999999999999995,
VTS,0.04354,17.523,0.729,0.633,133073000.0,225476000.0,0.66704005,0.07871,0.77986,2.0,1.2077883,0.64,765781248.0,6.518,3.3962872,3.2422,,38578400.0,30337195.0,19.5,
DHT,0.17496,39.665,1.842,1.203,298654016.0,571772992.0,0.49664003,0.25092,0.54839003,1.42857,1.7365179,1.12,1810052224.0,7.552,3.1656833,0.8929,-0.087,160608000.0,125986634.0,-8.4,
APAM,0.60804003,59.515,2.754,2.625,383692992.0,1124598016.0,0.34365,0.31224,0.46735,3.0,7.8387995,3.64,2794571008.0,7.773,2.484951,0.8187,1.653,70427696.0,63098970.0,4.8,
RDFN,,,1.129,0.532,-32307000.0,1042979008.0,-0.1024,-0.11939,0.34919,,-13.723243,-1.36,1134341376.0,-19.027,1.0875975,0.0,2.5,126389000.0,121008898.0,12.0,14.307644443716688
CNR,0.19673,13.629,1.515,1.201,476390016.0,2193231104.0,0.25281,0.0469,0.29569,,1.3861386,9.61,3950632192.0,6.781,1.8012841,0.051999997,0.696,53444700.0,52871027.0,-8.200000000000001,
KREF,0.02333,377.036,12.719,12.599,113991000.0,97478000.0,0.0,-0.5553,0.76378995,1.8,0.622093,0.17,616698368.0,,6.326539,5.8824,0.994,67806304.0,56515186.0,-23.3,
CMI,0.26187,62.551,1.343,0.677,1208000000.0,33873000448.0,0.14906,0.12271,0.25581,2.54167,3.7724373,28.36,41234407424.0,9.508,1.2173238,0.2467,1.014,137743008.0,136895832.0,-2.7,4.2084658673843895
IART,,128.546,,,102369000.0,1624307968.0,0.19082001,0.00241,0.58382,3.08333,0.6391691,-0.38,988798784.0,8.835,0.6087508,0.0,1.271,77249904.0,66097079.0,3.6999999999999997,6.462251700626939
CCB,0.12778,,,,,322160000.0,0.0,0.14953,0.0,1.25,2.6341074,3.39,1185126400.0,,3.6786888,0.0,0.942,15009200.0,12831837.0,29.4,
CVNA,0.81534,444.582,3.639,1.859,918000000.0,13672999936.0,0.09471,0.072459996,0.21034001,2.29167,27.38206,1.58,30274068480.0,29.994,2.2141497,0.0,3.617,116947000.0,130158180.0,46.300000000000004,
PPTA,-0.1599,0.026,7.014,6.916,-11890427.0,,0.0,0.0,0.0,1.6,9.741769,-0.22,1075348224.0,-19.897,,0.0,0.794,71262304.0,42205546.0,,
ANGI,0.03497,51.294,2.137,1.956,155940992.0,1185112064.0,0.09327,0.00808,0.95176005,2.3,0.5230733,0.7,535365088.0,6.215,0.45174217,0.0,1.842,47950300.0,45249309.0,-10.8,8.403734661345657
UMBF,0.08329,,,,532163008.0,1657117952.0,0.0,0.24856001,0.0,2.0,1.1386303,7.95,7558065664.0,,4.5609703,0.19870001,0.734,75918496.0,72805120.0,22.900000000000002,
ANDE,0.109560005,56.38,1.646,0.77,331505984.0,11257547776.0,0.028469998,0.02189,0.06164,1.66667,0.8770021,3.32,1212983168.0,5.667,0.107748434,0.23040001,0.736,34187800.0,31918050.0,-2.8000000000000003,
DFH,0.27176002,91.822,6.842,0.74,-256648000.0,4451606016.0,0.10067,0.10568,0.19328,,1.6593888,3.34,2065399296.0,7.414,0.46396723,0.0,1.951,35985200.0,27963826.0,37.1,
SNBR,,,0.194,0.018,-9228000.0,1605107968.0,0.05632,0.00486,0.60254,3.0,-0.33034077,-0.95,150918256.0,12.094,0.09402374,0.0,1.754,22660400.0,18850854.0,-16.400000000000002,2.8271017496556685
SEI,0.07073,49.11,1.674,1.412,68214000.0,371532992.0,0.31416,0.17458001,0.44515,1.16667,2.351314,0.5,1519070080.0,12.679,4.0886545,0.96,1.015,39747100.0,31228953.0,86.1,
VTRS,-0.03244,76.767,1.647,0.798,2302899968.0,14739300352.0,0.30417,0.12833999,0.41646,2.55556,0.54957724,-0.53,10174678016.0,5.235,0.6903094,9.6,0.885,1185859968.0,1185511981.0,-8.1,5.853008701567416
NVST,-0.3133,38.915,2.118,1.684,296500000.0,2503899904.0,0.10767,0.07992,0.54775,2.71429,0.9348698,-6.54,2805009920.0,11.055,1.1202564,0.0,0.977,169468000.0,168988721.0,-1.0999999999999999,4.101150915869671
TRST,0.07626,,,,,173999008.0,0.0,0.44252,0.0,,0.86601686,2.68,595641152.0,,3.4232445,0.5373,0.652,19019700.0,18415544.0,10.4,
TAP,0.08611,47.234,0.935,0.595,1910300032.0,11626999808.0,0.21301001,0.15759,0.38990003,2.56522,0.88249445,5.35,11532345344.0,7.019,0.9918591,0.32900003,0.738,190292000.0,182430422.0,-2.0,
HGV,0.02567,406.297,3.825,2.237,347000000.0,4446000128.0,0.19861001,0.0867,0.24314,2.22222,2.2231405,0.32,3452141568.0,11.794,0.77646005,0.0,1.61,91666000.0,45252776.0,-1.7999999999999998,
OBK,0.06753,,,,,351348000.0,0.0,0.34985,0.0,1.8,0.85715723,2.43,1011599488.0,,2.8791952,0.2469,0.787,31244000.0,29364054.0,3.5000000000000004,
EWBC,0.1566,,,,,2407834112.0,0.0,0.63984,0.0,1.90909,1.5109346,8.38,11980721152.0,,4.975725,0.2685,0.899,137800992.0,136222789.0,3.5999999999999996,
HEI,0.1554,55.578,3.401,1.305,763752000.0,3991527936.0,0.26278,0.22333999,0.39098,2.04762,9.735202,4.05,32055449600.0,37.586,8.032401,0.0543,1.051,55025000.0,118196864.0,14.899999999999999,
CHPT,-1.1913099,230.59,1.929,1.091,-146947008.0,417083008.0,-0.51304,-0.5393,0.24370001,2.88235,1.9292358,-0.64,266077312.0,-1.674,0.6379481,0.0,2.224,458200992.0,422795768.0,-12.0,29.85111248515541
SSD,0.18104,24.861,3.148,1.365,,2240454912.0,0.23537001,0.18996,0.46122003,2.0,3.4543004,7.69,6448527360.0,12.865,2.8782222,0.1458,1.337,41974400.0,41661878.0,1.6,4.884341619816439
VSAT,-0.07524,155.085,1.798,1.409,841729984.0,4522502144.0,0.29508,0.01891,0.32084998,2.44444,0.24803634,-3.13,1180815232.0,5.42,0.26109776,0.0,1.017,129120000.0,104468401.0,-0.4,3.2658905271288443
VMEO,0.043909997,,1.584,1.471,49176000.0,415129984.0,0.03358,-0.05913,0.78018,2.25,2.0157738,0.16,833680256.0,38.867,2.008239,0.0,,165032992.0,131956624.0,-1.7999999999999998,30.26767863035503
AKAM,0.10657,95.003,1.233,1.111,1519170944.0,3991168000.0,0.27962,0.15654999,0.59391,1.91304,2.5451305,3.27,12092478464.0,13.915,3.0298095,0.0,0.821,146115008.0,147109760.0,2.5,11.789430544375692
KRRO,-0.50605,27.906,8.792,8.542,-60074000.0,2271000.0,0.0,-10.14531,1.0,1.4,0.8955398,-9.37,143837952.0,-0.957,63.336834,0.0,,9388900.0,4913494.0,,746.8956406869221
BRSP,-0.06727,229.65,8.438,0.798,89329000.0,340600000.0,0.56707,0.57125,0.71709,2.14286,0.65332663,-0.56,675140864.0,14.763,1.9822104,20.0,1.603,130462000.0,116389060.0,-19.0,
AKBA,,,1.407,1.066,-40659000.0,160180000.0,-0.054330003,-0.2172,0.83676004,1.4,-10.525115,-0.33,602137472.0,-79.251,3.7591302,0.0,0.876,261231008.0,231036336.0,-17.299999999999997,25.34787190571435
MTD,,,1.013,0.611,972808000.0,3830156032.0,0.309,0.25193,0.60137004,2.57143,-121.97694,40.04,22196654080.0,20.859,5.795235,0.0,1.399,20782800.0,20440078.0,-4.6,5.244278886193287
ALEC,-0.9124,33.532,3.397,3.306,-229904992.0,100558000.0,-1.36623,-0.13365,-0.84907997,2.11111,0.84093755,-1.23,107632040.0,1.863,1.0703479,0.0,0.755,99992600.0,73524701.0,257.1,85.65818584070797
FRME,0.091639996,,,,269062016.0,615411008.0,0.0,0.44191003,0.0,1.83333,0.92487717,3.55,2152111360.0,,3.497031,0.3944,1.026,58307000.0,57397398.0,2.9000000000000004,
BFAM,0.12630999,131.996,0.603,0.472,307339008.0,2728830976.0,0.14423999,0.09357,0.24570999,2.4,5.40742,2.4,7158491648.0,22.645,2.6232815,0.0,,57378100.0,56913240.0,6.9,
ACAD,0.38891,7.095,2.376,2.18,157719008.0,957796992.0,0.10458,0.026919998,0.59793997,2.15,3.3257508,1.36,2438455040.0,18.182,2.5458996,0.0,0.475,166788992.0,114323521.0,12.4,38.802089352162156
ON,0.07852,41.873,4.949,3.002,2010000000.0,6665299968.0,0.30071,-0.02379,0.39853,2.03226,2.026233,1.44,16138718208.0,8.262,2.4213042,0.0,1.392,417884992.0,419387298.0,-22.400000000000002,11.350902676903923
WOOF,-0.08861,265.739,0.855,0.187,177672992.0,6116462080.0,0.03524,0.01687,0.38002,3.0,0.7695177,-0.37,856977664.0,17.045,0.14011003,0.0,1.738,239100000.0,87343941.0,-7.3,
NEO,-0.08565,68.085,2.052,1.825,7611000.0,672361024.0,0.00098,-0.16559,0.44303,1.92857,1.1632948,-0.61,1035994752.0,1911.211,1.5408311,0.0,1.601,128695000.0,120313917.0,7.5,6.0588567857886755
BSX,0.09498999,52.163,1.45,0.676,3812000000.0,17553999872.0,0.2584,0.20094,0.68452,1.44118,6.936601,1.37,154099515392.0,36.471,8.778599,0.0,0.688,1479069952.0,1475111567.0,20.9,9.500321681321038
USB,0.11526,,,,,25355999232.0,0.0,0.35706002,0.0,2.08696,1.2048069,4.04,64201797632.0,,2.532016,0.4926,0.992,1560000000.0,1555366800.0,4.2,
MQ,0.023440002,0.507,3.368,3.291,58170000.0,506995008.0,-0.01382,-0.27561,0.69399,2.35294,1.7797397,0.05,1801187712.0,-116.97,3.5526736,0.0,1.41,436988992.0,442370706.0,14.299999999999999,
IBM,0.21851,247.978,1.007,0.849,13646999552.0,62832001024.0,0.22202,0.12399,0.57041,2.40909,8.601065,5.86,231196786688.0,20.145,3.6796024,1.1419001,0.629,929396992.0,927361197.0,0.5,13.410356921807304
PLD,0.06829,56.643,0.624,0.322,5017502208.0,8733704192.0,0.70919,0.39956,0.76261,2.125,1.8248948,4.01,97460068352.0,21.737,11.159076,0.97010005,1.268,927926016.0,925095826.0,8.799999999999999,
EVR,,47.549,,,,3094265088.0,0.0,0.16002001,0.94153,2.25,4.6086025,10.47,7982006272.0,,2.579613,0.3056,1.384,38659400.0,36647634.0,19.6,
NNOX,-0.27827,3.937,5.631,5.369,-36598000.0,11283000.0,0.0,-4.96467,-0.94026,,1.6440997,-0.91,310929024.0,-5.689,27.5573,0.0,2.021,63762000.0,60985803.0,25.2,180.03333333333333
EVGO,-0.25749,20.366,1.843,1.623,-7256000.0,256824992.0,-0.26079,-0.36131,0.34585997,1.53846,-1.8654822,-0.41,1125737088.0,-15.569,4.383285,0.0,2.276,133523000.0,119226758.0,35.0,
CECO,0.18537001,125.441,1.708,1.371,11908000.0,608297984.0,0.08934,0.031229999,0.35044998,1.5,3.1657827,1.3,905150656.0,20.536,1.4880054,0.0,1.307,35267900.0,29950947.0,39.900000000000006,
FOUR,0.29867,283.661,1.36,1.104,481900000.0,3471500032.0,0.14815,0.04185,0.30024,1.56522,7.062393,2.92,7322653696.0,14.802,2.109363,0.0,1.801,67471400.0,57619025.0,19.900000000000002,
UNIT,,,0.728,0.674,366695008.0,1166926976.0,0.75651,0.50323004,0.84651,2.5,-0.44503632,0.38,1127861120.0,7.87,0.96652246,0.7895,1.601,245454000.0,237405472.0,2.7,
LBRDA,0.09229,42.19,2.115,1.79,104000000.0,1016000000.0,0.29429,0.049429998,0.74705005,,1.3391759,6.08,13275694080.0,56.665,13.066628,0.0,1.027,18252400.0,122176728.0,5.2,
OTLK,,,0.325,0.118,-66729024.0,,0.0,0.0,0.0,,-0.72783554,-2.48,47935384.0,-0.904,,0.0,0.391,32620200.0,20356522.0,,
INN,0.02656,105.442,0.247,0.189,164023008.0,728118976.0,0.31134,0.10747,0.44682997,2.5,0.49513182,0.2,467961568.0,10.133,0.6426993,1.6,1.612,112221000.0,96029340.0,-1.9,
TSLA,0.087740004,17.407,1.996,1.376,16837000192.0,95724003328.0,0.13111,0.0255,0.17662,2.60417,11.8141775,1.74,882220597248.0,70.088,9.216298,0.0,2.434,3220960000.0,2803455867.0,-9.2,7.287302818722524
AMBP,,,1.097,0.76,478000000.0,5034999808.0,0.12493,0.03391,0.12294,2.875,-9.051948,-0.04,2082984320.0,9.403,0.41370097,5.0,0.521,597699968.0,143190989.0,11.1,
AR,0.03794,51.386,0.387,0.373,1045417024.0,4609824768.0,0.22455,0.1901,0.65584,2.13636,1.5172445,0.77,10929575936.0,,2.370931,0.0,0.664,310940992.0,294044227.0,28.199999999999996,
IESC,0.39118,6.919,1.699,1.463,237815008.0,3127687936.0,0.120900005,0.11131,0.24556999,,6.653986,11.96,4688219648.0,12.647,1.498941,0.0,1.568,19854400.0,8695043.0,18.2,
KTB,0.63682,197.763,2.702,1.509,368230016.0,2607578112.0,0.16295,0.16328,0.45136002,2.2,8.751555,4.36,3502135808.0,9.337,1.3430607,0.46330002,1.075,55326000.0,54434745.0,4.3999999999999995,
PZZA,,,0.83,0.51,106632000.0,2059387008.0,0.12838,0.08061,0.20231001,2.26667,-2.602797,2.54,1120129920.0,7.969,0.54391426,0.72440004,1.082,32709300.0,32334101.0,-7.1,
IBTA,0.28335,0.339,2.849,2.793,115917000.0,367254016.0,0.083809994,0.13323,0.86351997,2.22222,3.1900637,2.56,1243388416.0,38.453,3.385636,0.0,,26382100.0,12408955.0,-1.3,16.079487700752185
RIVN,-0.60447,76.272,4.701,3.618,-1716000000.0,4969999872.0,-0.73601997,-0.3812,-0.24145001,2.51724,2.3102796,-4.69,15356296192.0,-3.453,3.0897982,0.0,1.869,1138599936.0,857952215.0,31.900000000000002,21.568627450980394
BHE,0.04838,36.215,2.365,1.416,172271008.0,2612293888.0,0.05776,0.036679998,0.10175,2.0,1.1217488,1.44,1239161984.0,8.597,0.4743578,0.4688,0.933,36095600.0,35238653.0,-6.5,
POWI,0.042919997,2.075,9.293,5.965,81181000.0,418972992.0,0.12533,0.03724,0.53643,,3.776152,0.56,2831838208.0,49.379,6.7589993,1.4464,1.311,56847100.0,55806296.0,17.599999999999998,24.407600950118766
WH,0.53312,436.615,0.965,0.72,273000000.0,1416000000.0,0.4209,0.36076,0.67444,1.53333,11.169339,4.2,6383871488.0,15.027,4.5083838,0.36900002,1.088,76997600.0,75884256.0,3.9,
EXPI,-0.0748,,1.442,1.083,191514000.0,4567671808.0,0.00662,-0.00555,0.07496,,6.565087,-0.11,1326287360.0,40.709,0.29036397,6.1667,2.664,152010000.0,86052669.0,11.899999999999999,1.3448529257767576
EOG,0.20899999,17.15,1.867,1.612,11528999936.0,23478999040.0,0.51723,0.31735,0.61821,2.03226,2.03993,10.8,59616370688.0,4.751,2.539136,0.3431,0.795,545787008.0,543980455.0,0.0,
XPEL,0.22438999,9.352,4.055,1.256,47824000.0,420400000.0,0.16851999,0.11481,0.42188,,4.15479,1.65,936690624.0,11.391,2.2280939,0.0,1.832,27652200.0,23745520.0,1.9,
BHR,0.02565,170.32,0.568,0.419,66817000.0,726796032.0,0.18948,0.01413,0.26013002,3.0,0.53956836,-0.77,150669664.0,12.406,0.20730667,0.375,1.076,67046500.0,58760914.0,-3.1,
BORR,0.08304,212.604,1.261,1.137,77300000.0,1010600000.0,0.4997,0.38464,0.56135,1.6,0.42540076,0.32,412808032.0,4.85,0.40847817,0.84379995,1.764,239308992.0,178845565.0,19.3,
AVBP,-0.39363,0.068,13.14,12.699,-70212000.0,,0.0,0.0,0.0,1.14286,2.5601778,-2.56,666264576.0,,,0.0,,34045200.0,15838962.0,,
RKLB,-0.40592,124.161,2.04,1.563,-48890000.0,436214016.0,-0.36075002,-0.38938,0.26627,1.86667,28.469656,-0.38,9957702656.0,-65.145,22.827562,0.0,2.052,461432000.0,399183180.0,120.7,36.44967821856966
LIN,0.17013,60.555,0.939,0.727,9630000128.0,33016999936.0,0.38838002,0.28291,0.48257,1.96429,5.557208,13.8,211096190976.0,18.193,6.3935604,0.4115,1.007,470724000.0,469592833.0,0.1,0.4684418145956607
VERX,-0.24393,196.199,0.998,0.874,164820992.0,666776000.0,0.03902,0.03286,0.63908,2.06667,34.58808,-0.34,6254413312.0,238.835,9.380081,0.0,0.781,71999296.0,68409436.0,15.2,10.975254404447035
ITW,1.07584,254.874,1.597,1.065,3284000000.0,15763999744.0,0.28667,0.25059,0.43707,3.05,21.688816,11.37,70378504192.0,17.253,4.464508,0.5194,1.139,293366016.0,265973680.0,-3.4000000000000004,
XP,0.22861,794.18,1.249,1.208,11178963968.0,16251335680.0,0.0,0.31453,0.68845004,2.08333,0.42591697,1.45,8536964096.0,,0.52530843,0.48810002,1.18,434048000.0,375341891.0,9.4,
CPNG,0.01594,89.179,1.166,0.815,1886000000.0,30268000256.0,0.03291,0.044439998,0.29176,1.64706,10.544337,0.08,43605426176.0,41.399,1.4406444,0.0,1.082,1657580032.0,1293541525.0,21.4,
MRTN,0.028250001,0.05,1.482,1.276,,937187968.0,0.14858,0.01879,0.2433,,1.3505946,0.26,1036587904.0,7.307,1.1060619,0.9231,1.054,81493400.0,57571029.0,-10.6,
LKQ,0.113900006,94.458,1.518,0.465,865000000.0,14115000320.0,0.12214,0.08605,0.39270002,1.88889,1.644423,2.69,10146506752.0,9.177,0.71884567,0.4461,0.977,258148000.0,256208986.0,-6.5,
RGTI,-1.70201,6.952,17.423,16.392,-50627000.0,10790000.0,0.0,-8.13281,0.52799,,21.098654,-1.09,2700491008.0,-42.007,250.14423,0.0,1.417,286980992.0,280523078.0,-32.6,600.5716798592788
CGON,-0.19177,0.032,35.296,34.761,-78713000.0,1139000.0,0.0,-83.44079,0.0,1.6,2.6791277,-1.41,1966525056.0,-12.265,1726.5365,0.0,,76221904.0,61118296.0,45500.0,5877.19298245614
MGNX,-0.4985,32.278,3.917,3.709,-68373000.0,149962000.0,-0.68709,-2.73017,-0.26361,2.375,0.8256632,-1.07,96212704.0,0.589,0.6415806,0.0,2.193,63090300.0,51744790.0,80.5,219.34574168076705
AVNS,-0.37418,20.543,2.371,1.45,100700000.0,687800000.0,0.13129,0.049000002,0.55438,,0.71064025,-8.4,589300992.0,6.902,0.8567912,0.0,1.136,46003200.0,42133365.0,3.5999999999999996,3.173719376391982
FFIC,-0.06529,,,,,124028000.0,0.0,0.25601,0.0,2.75,0.61391705,-1.46,431497344.0,,3.4790318,1.0115,0.832,33776700.0,32309052.0,19.7,
PTON,,,2.06,1.459,163500000.0,2621100032.0,-0.02552,-0.038429998,0.47452998,2.42857,-5.301961,-0.77,2636156672.0,-58.065,1.0057443,0.0,2.261,373899008.0,362951655.0,-9.4,8.946587537091988
NSC,0.24542,122.314,0.783,0.648,4163000064.0,12112000000.0,0.49488,0.32843,0.49488,2.14286,3.411584,14.65,49505247232.0,11.154,4.0872893,0.3686,1.294,225444000.0,225030939.0,-0.4,
PATK,0.12869,142.991,2.41,0.928,331742016.0,3785611008.0,0.11441,0.065349996,0.22708,2.0,2.3511393,4.16,2755888384.0,9.823,0.7279904,0.3686,1.244,33555200.0,31230862.0,7.5,
WFRD,0.41707,129.338,2.083,1.334,803000000.0,5347999744.0,0.22307,0.14333999,0.33807,1.875,2.3744833,6.28,3208435200.0,3.397,0.59993184,0.119399995,1.593,72556096.0,70941048.0,-12.2,2.4308466051969826
NRG,0.4179,443.664,1.017,0.505,2305999872.0,28130000896.0,0.124139994,0.1443,0.21436001,2.08333,12.690134,4.99,23788306432.0,9.65,0.8456561,0.32669997,1.001,203667008.0,195566970.0,0.2,
OFIX,-0.22870001,38.502,2.569,1.292,25790000.0,799491008.0,0.013049999,-0.035889998,0.69804,,0.89879906,-3.3,460368512.0,61.244,0.575827,0.0,0.875,39022500.0,35510077.0,7.6,8.721256439624032
PFSI,0.09323,469.555,0.95,0.392,-2569372928.0,3386736128.0,0.0,0.12087,0.91455,1.625,1.2734226,6.52,4971588608.0,,1.4679587,0.16870001,1.602,51663600.0,26915178.0,158.20000000000002,
NPO,0.05105,48.628,2.587,1.779,162900000.0,1048700032.0,0.24125,0.15054,0.42414,1.0,2.386103,3.44,3414121216.0,14.75,3.2555747,0.3478,1.515,21041700.0,20849917.0,3.6999999999999997,
ROK,0.24847999,113.245,1.078,0.619,1194800000.0,8093199872.0,0.19457,0.13078,0.38944998,2.34483,8.407435,8.02,28458778624.0,20.59,3.5163815,0.6301,1.317,113073000.0,112716768.0,-8.3,
UA,-0.06121,65.759,2.007,1.001,19987000.0,5315923968.0,0.07028,0.04259,0.47472,,1.1855781,-0.29,2403059712.0,8.071,0.45204931,0.0,1.544,206584992.0,321439024.0,-5.7,
VZ,0.18416001,169.089,0.612,0.471,37610000384.0,135292002304.0,0.36466998,0.24674,0.60018003,2.26923,1.8472937,4.2,186063126528.0,7.198,1.3752707,0.6423,0.383,4216250112.0,4210352157.0,1.5,
GTN,0.13504,194.102,1.027,0.907,751000000.0,3644000000.0,0.31367,0.31866,0.34138,2.33333,0.16238923,3.36,428593184.0,5.768,0.11761613,0.0952,1.17,92287600.0,83786289.0,20.9,
WDFC,0.37258998,51.314,2.401,1.443,70050000.0,610635008.0,0.17762,0.15934,0.5413,,13.103873,6.26,3171520000.0,29.605,5.193806,0.571,0.168,13545400.0,13500122.0,5.0,
BKH,0.08234,122.28,0.972,0.507,719299968.0,2127699968.0,0.36152,0.26679,0.39498,2.8,1.2574146,3.91,4431517184.0,11.471,2.0827734,0.665,0.716,72086496.0,71206406.0,0.8999999999999999,
EMN,0.16032,86.003,1.719,0.739,1136000000.0,9361999872.0,0.2054,0.1393,0.24909,1.85,1.4982013,7.85,8799783936.0,7.053,0.939947,0.41779998,1.304,115460000.0,114432987.0,-0.8999999999999999,2.925764192139738
GTY,0.072340004,95.629,1.053,0.806,129230000.0,206751008.0,0.81865996,0.52102,0.93644994,2.375,1.6226349,1.2,1559580544.0,14.591,7.543279,1.5333,0.86,55441900.0,53729347.0,6.9,
SAFT,0.08665,5.52,0.388,0.273,128688000.0,1120017024.0,0.08914,0.035720002,0.08755,,1.391858,4.78,1157434112.0,11.251,1.0334076,0.7531,0.207,14893700.0,14486495.0,11.0,
PTC,0.13915,46.287,0.988,0.83,831651008.0,2346680064.0,0.31532,0.35872,0.81131,1.8,5.7109213,3.65,19343413248.0,27.953,8.242885,0.0,1.191,119948000.0,119458465.0,5.5,17.446406627632527
AXON,0.19122,31.41,2.303,1.906,408312000.0,2082525952.0,0.060149997,-0.0166,0.59639,1.76471,19.857143,4.78,46962642944.0,378.039,22.550808,0.0,1.24,77848096.0,73010479.0,33.6,23.400186040042076
NKE,0.31934,85.065,2.193,1.326,5854000128.0,47817998336.0,0.12092,0.06993,0.43825,2.29268,6.0410104,3.01,84554891264.0,14.903,1.768265,0.5116,1.234,1178099968.0,1160231842.0,-9.3,
TMDX,0.19389999,226.719,8.299,7.25,48803000.0,441540000.0,0.12967,0.07107,0.59356,1.77778,13.544117,1.07,3115549440.0,57.387,7.056098,0.0,1.901,33827900.0,32671006.0,49.8,13.536801946984149
MRNA,-0.29341,7.401,4.218,3.916,-3052000000.0,3176999936.0,-1.11331,-9.722219,-0.82373,2.77778,0.99530953,-8.73,10011977728.0,-1.565,3.1513937,0.0,1.997,386742016.0,360864925.0,-35.3,800.0
JBHT,0.13971,49.659,0.891,0.665,1420881024.0,12064594944.0,0.13038999,0.061160002,0.18825,1.92,3.3662555,5.5,13016315904.0,9.618,1.0788854,0.314,1.333,99194600.0,78411340.0,-0.8,
NUVL,-0.29458,,20.963,20.702,-185064000.0,,0.0,0.0,0.0,1.27273,4.651551,-3.93,5007876096.0,,,0.0,1.425,66362200.0,40974058.0,,
HSII,0.01714,21.522,1.703,1.47,121631000.0,1116916992.0,0.085209996,0.05646,0.23695,2.5,1.7755774,0.36,832226816.0,6.067,0.7451107,1.6667,,20625200.0,18052522.0,8.4,2.2237529658157125
WGS,-0.16605,44.613,3.247,2.951,-1901000.0,330143008.0,0.027509999,-0.05224,0.65265,2.0,6.7939477,-1.39,1748942464.0,202.954,5.2975297,0.0,2.042,28533200.0,18971157.0,39.6,14.437238133501692
MBIN,0.14811,,,,,621411968.0,0.0,0.606,0.0,2.33333,0.87456524,5.43,1407558784.0,,2.2650976,0.0681,1.32,45881700.0,29301893.0,-15.299999999999999,
NHI,0.10309,92.144,3.136,3.136,213419008.0,343366016.0,0.77067,0.62553,0.96711,2.125,2.3016837,3.13,3625485568.0,18.513,10.558661,1.1502,,46693100.0,43889110.0,-11.700000000000001,
AS,0.03232,29.614,1.544,0.702,424700000.0,5183300096.0,0.11983,0.117580004,0.55404997,1.61905,2.849391,0.14,14267336704.0,24.782,2.7525585,0.0,,554502016.0,130408422.0,23.200000000000003,
INO,-1.15418,17.32,2.769,2.698,-104076552.0,217756.0,0.0,-174.10773,0.0,,0.89831406,-3.95,62528320.0,0.127,287.14856,0.0,1.407,36673500.0,33104634.0,14.000000000000002,11013.769082175155
