iShares Russell 3000 ETF
Fund Holdings as of,"May 05, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","18,167,370.58","0.12","18,167,370.58","36,826.00","493.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","18,061,665.72","0.12","18,061,665.72","44,556.00","405.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","17,805,956.30","0.12","17,805,956.30","107,459.00","165.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","17,469,698.76","0.12","17,469,698.76","50,002.00","349.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","17,458,681.62","0.12","17,458,681.62","421,097.00","41.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","17,208,956.90","0.12","17,208,956.90","4,558.00","3,775.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","17,204,454.20","0.12","17,204,454.20","67,442.00","255.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","17,065,620.92","0.12","17,065,620.92","28,274.00","603.58","United States","NASDAQ","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","16,842,352.50","0.11","16,842,352.50","109,125.00","154.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","16,712,737.90","0.11","16,712,737.90","154,205.00","108.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","16,406,851.51","0.11","16,406,851.51","28,727.00","571.13","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","16,395,310.12","0.11","16,395,310.12","151,081.00","108.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","16,381,870.01","0.11","16,381,870.01","60,181.00","272.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","16,315,846.56","0.11","16,315,846.56","307,614.00","53.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","16,310,576.10","0.11","16,310,576.10","60,965.00","267.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","16,243,779.93","0.11","16,243,779.93","57,999.00","280.07","United States","NASDAQ","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","15,997,961.68","0.11","15,997,961.68","225,928.00","70.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","15,925,826.56","0.11","15,925,826.56","193,792.00","82.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","15,888,501.79","0.11","15,888,501.79","177,863.00","89.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","15,745,011.75","0.11","15,745,011.75","148,889.00","105.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","15,466,847.52","0.11","15,466,847.52","143,958.00","107.44","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","15,458,083.44","0.11","15,458,083.44","64,689.00","238.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","15,100,037.09","0.10","15,100,037.09","61,067.00","247.27","United States","NASDAQ","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","14,913,113.52","0.10","14,913,113.52","89,493.00","166.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","14,823,759.60","0.10","14,823,759.60","520,680.00","28.47","United States","NASDAQ","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","14,563,368.75","0.10","14,563,368.75","63,665.00","228.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","14,488,139.70","0.10","14,488,139.70","387,902.00","37.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","14,418,175.83","0.10","14,418,175.83","115,447.00","124.89","United States","NASDAQ","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","14,393,209.05","0.10","14,393,209.05","235,761.00","61.05","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","14,346,696.54","0.10","14,346,696.54","231,473.00","61.98","United States","NASDAQ","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","14,208,318.30","0.10","14,208,318.30","60,330.00","235.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","14,153,393.28","0.10","14,153,393.28","56,992.00","248.34","United States","NASDAQ","USD","1.00","USD","-"
"SNOW","SNOWFLAKE INC CLASS A","Information Technology","Equity","14,135,493.35","0.10","14,135,493.35","84,205.00","167.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","14,131,842.75","0.10","14,131,842.75","70,571.00","200.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","14,129,955.40","0.10","14,129,955.40","359,084.00","39.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","14,118,038.76","0.10","14,118,038.76","87,766.00","160.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","14,028,988.22","0.10","14,028,988.22","522,106.00","26.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","13,965,189.70","0.10","13,965,189.70","168,154.00","83.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","13,863,864.62","0.09","13,863,864.62","55,294.00","250.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","13,638,502.64","0.09","13,638,502.64","46,712.00","291.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","13,531,072.72","0.09","13,531,072.72","60,874.00","222.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","13,423,092.54","0.09","13,423,092.54","235,741.00","56.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","13,401,080.00","0.09","13,401,080.00","167,200.00","80.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","13,347,910.56","0.09","13,347,910.56","6,416.00","2,080.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","13,078,024.48","0.09","13,078,024.48","179,446.00","72.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","13,074,764.00","0.09","13,074,764.00","78,292.00","167.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","12,965,803.47","0.09","12,965,803.47","59,753.00","216.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","12,942,519.45","0.09","12,942,519.45","86,601.00","149.45","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","12,917,382.24","0.09","12,917,382.24","171,409.00","75.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DFS","DISCOVER FINANCIAL SERVICES","Financials","Equity","12,880,769.92","0.09","12,880,769.92","67,708.00","190.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLB","SCHLUMBERGER NV","Energy","Equity","12,873,970.88","0.09","12,873,970.88","381,338.00","33.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","12,863,261.86","0.09","12,863,261.86","42,829.00","300.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","12,824,700.00","0.09","12,824,700.00","91,605.00","140.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","12,806,749.28","0.09","12,806,749.28","155,384.00","82.42","United States","NASDAQ","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","12,674,771.94","0.09","12,674,771.94","39,287.00","322.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","12,521,153.16","0.09","12,521,153.16","117,042.00","106.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","12,485,294.64","0.09","12,485,294.64","11,718.00","1,065.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","12,471,249.78","0.08","12,471,249.78","25,938.00","480.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","12,422,279.30","0.08","12,422,279.30","138,874.00","89.45","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","12,417,824.54","0.08","12,417,824.54","86,638.00","143.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","12,362,684.00","0.08","12,362,684.00","268,754.00","46.00","United States","NASDAQ","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","12,353,301.87","0.08","12,353,301.87","87,321.00","141.47","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","12,325,150.44","0.08","12,325,150.44","226,482.00","54.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","12,192,069.96","0.08","12,192,069.96","515,739.00","23.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","12,111,707.40","0.08","12,111,707.40","19,491.00","621.40","United States","NASDAQ","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","12,109,471.48","0.08","12,109,471.48","266,846.00","45.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","12,082,926.90","0.08","12,082,926.90","156,090.00","77.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","11,923,626.00","0.08","11,923,626.00","111,540.00","106.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","11,850,254.92","0.08","11,850,254.92","157,772.00","75.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","11,739,807.30","0.08","11,739,807.30","124,865.00","94.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","11,697,224.00","0.08","11,697,224.00","89,360.00","130.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","11,633,928.24","0.08","11,633,928.24","17,688.00","657.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","11,605,669.58","0.08","11,605,669.58","190,538.00","60.91","United States","NASDAQ","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","11,575,806.80","0.08","11,575,806.80","185,480.00","62.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","11,380,444.24","0.08","11,380,444.24","145,307.00","78.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","11,301,568.53","0.08","11,301,568.53","20,533.00","550.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","11,237,638.50","0.08","11,237,638.50","38,126.00","294.75","United States","NASDAQ","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","11,193,999.86","0.08","11,193,999.86","51,203.00","218.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","11,134,803.12","0.08","11,134,803.12","75,964.00","146.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","11,129,476.80","0.08","11,129,476.80","36,816.00","302.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","11,128,073.45","0.08","11,128,073.45","323,021.00","34.45","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","11,107,701.42","0.08","11,107,701.42","71,783.00","154.74","United States","NASDAQ","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","11,005,601.61","0.07","11,005,601.61","155,249.00","70.89","United States","NASDAQ","USD","1.00","USD","-"
"NU","NU HOLDINGS LTD CLASS A","Financials","Equity","10,909,778.54","0.07","10,909,778.54","874,882.00","12.47","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","10,910,370.40","0.07","10,910,370.40","54,716.00","199.40","United States","NASDAQ","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","10,793,837.97","0.07","10,793,837.97","1,061,341.00","10.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","10,651,410.12","0.07","10,651,410.12","62,556.00","170.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","10,519,662.75","0.07","10,519,662.75","134,265.00","78.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","10,506,896.92","0.07","10,506,896.92","46,631.00","225.32","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","10,456,379.04","0.07","10,456,379.04","107,344.00","97.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","10,423,985.94","0.07","10,423,985.94","21,942.00","475.07","United States","NASDAQ","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","10,420,796.76","0.07","10,420,796.76","82,731.00","125.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","10,415,164.62","0.07","10,415,164.62","133,682.00","77.91","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","10,308,241.44","0.07","10,308,241.44","94,122.00","109.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","10,186,517.88","0.07","10,186,517.88","141,834.00","71.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","10,176,599.16","0.07","10,176,599.16","85,274.00","119.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","10,154,794.72","0.07","10,154,794.72","81,473.00","124.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","9,961,379.28","0.07","9,961,379.28","588,734.00","16.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","9,938,558.67","0.07","9,938,558.67","96,801.00","102.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","9,936,171.00","0.07","9,936,171.00","270,372.00","36.75","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","9,929,202.72","0.07","9,929,202.72","65,328.00","151.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","9,869,492.10","0.07","9,869,492.10","78,510.00","125.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","9,794,892.80","0.07","9,794,892.80","24,845.00","394.24","United States","NASDAQ","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","9,751,264.50","0.07","9,751,264.50","115,550.00","84.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HES","HESS CORP","Energy","Equity","9,664,894.40","0.07","9,664,894.40","75,038.00","128.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","9,630,706.56","0.07","9,630,706.56","35,664.00","270.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","9,615,011.70","0.07","9,615,011.70","76,510.00","125.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
